Reporting Year,Facility ID,Facility Name,Industry,Chemical ID,Chemical Name,CAS No,Processed,Manufactured,Other Use,Released to Air,Released to Land,Released to Surface Water,Released to Disposal,Released to Recycling
2010,256,Shorewood Packaging,Other Printing,23,Nitrogen Oxides (NOx),11104-93-1,,580,,580,,,,
2010,256,Shorewood Packaging,Other Printing,24,Particulate Matter 2.5 (PM2.5),,,44,,44,,,,
2010,256,Shorewood Packaging,Other Printing,25,Volatile Organic Compounds (VOCs) Total,,,,36528,27315,,,,
2010,22944,Siltech Corporation,Other Basic Organic Chemical Mfg.,14,Formaldehyde,50-00-0,6,,,,,,,
2010,22944,Siltech Corporation,Other Basic Organic Chemical Mfg.,17,Mercury and its compounds,,2,,,,,,,
2010,22944,Siltech Corporation,Other Basic Organic Chemical Mfg.,23,Nitrogen Oxides (NOx),11104-93-1,,575,,575,,,,
2010,22944,Siltech Corporation,Other Basic Organic Chemical Mfg.,25,Volatile Organic Compounds (VOCs) Total,,829896,32,1070000,153,,,,
2010,23029,Silva Custom Furniture Inc,Upholstered Household Furniture Mfg.,25,Volatile Organic Compounds (VOCs) Total,,906,,,,,,,
2010,23792,Silverstein's Bakery Ltd,Commercial Bakeries & Frozen Product Mfg.,23,Nitrogen Oxides (NOx),11104-93-1,0,410,0,410,0,0,,
2010,23792,Silverstein's Bakery Ltd,Commercial Bakeries & Frozen Product Mfg.,25,Volatile Organic Compounds (VOCs) Total,,0,374,0,374,0,0,,
2010,516,Sing Tao Newspapers Canada 1988 Limited,Other Printing,25,Volatile Organic Compounds (VOCs) Total,,,,9104,2794,,,,
2010,23908,Sofina Foods Inc,All Other Food Mfg.,24,Particulate Matter 2.5 (PM2.5),,121,0,0,121,0,0,0,0
2010,23908,Sofina Foods Inc,All Other Food Mfg.,25,Volatile Organic Compounds (VOCs) Total,,0,0,159,159,0,0,0,0
2010,208,Sofina Foods Inc  Santa Maria Foods,Rendering & Meat Processing from Carcasses,23,Nitrogen Oxides (NOx),11104-93-1,,429,,429,,,,
2010,208,Sofina Foods Inc  Santa Maria Foods,Rendering & Meat Processing from Carcasses,24,Particulate Matter 2.5 (PM2.5),,,48,,48,,,,
2010,208,Sofina Foods Inc  Santa Maria Foods,Rendering & Meat Processing from Carcasses,25,Volatile Organic Compounds (VOCs) Total,,,560,,560,,,,
2010,25091,Sonoma Nutraceuticals Inc,All Other Food Mfg.,24,Particulate Matter 2.5 (PM2.5),,,79,,79,,,,
2010,504,Spec Furniture Inc,Institutional Furniture Mfg.,23,Nitrogen Oxides (NOx),11104-93-1,,669,,669,,,,
2010,504,Spec Furniture Inc,Institutional Furniture Mfg.,25,Volatile Organic Compounds (VOCs) Total,,9675,37,,9711,,,,
2010,489,Star Web Printing Limited,Other Printing,23,Nitrogen Oxides (NOx),11104-93-1,,683,,683,,,,
2010,489,Star Web Printing Limited,Other Printing,24,Particulate Matter 2.5 (PM2.5),,,52,,52,,,,
2010,489,Star Web Printing Limited,Other Printing,25,Volatile Organic Compounds (VOCs) Total,,86718,37,9897,7233,,,,
2010,24982,Starplex Scientific Inc,Plastic Bottle Mfg.,24,Particulate Matter 2.5 (PM2.5),,,136,,136,,,,
2010,24982,Starplex Scientific Inc,Plastic Bottle Mfg.,25,Volatile Organic Compounds (VOCs) Total,,,68,795,863,,,,
2010,509,Summit Retail Solutions,"Showcase, Partition, Shelving & Locker Mfg.",25,Volatile Organic Compounds (VOCs) Total,,,,3163,1103,,,,
2010,22890,Sundance Services Limited,Other Printing,25,Volatile Organic Compounds (VOCs) Total,,,,20,0,,,,
2010,23400,Sunrise Soya Foods,All Other Food Mfg.,25,Volatile Organic Compounds (VOCs) Total,,0,0,7509,7509,0,0,0,0
2010,449,Sunville Printco Inc,Other Printing,25,Volatile Organic Compounds (VOCs) Total,,112,,110,222,,,,
2010,454,Superior Ideas Ltd,Wood Office Furniture Mfg.,24,Particulate Matter 2.5 (PM2.5),,0,203,0,203,0,0,,
2010,24601,Svend Nielsen Ltd,Other Millwork,24,Particulate Matter 2.5 (PM2.5),,,212,,212,,,,
2010,24066,Swan Printing Lithograph Ltd,Other Printing,25,Volatile Organic Compounds (VOCs) Total,,641,0,1413,778,0,0,,
2010,22895,Swiss Print International,Other Printing,25,Volatile Organic Compounds (VOCs) Total,,0,0,1917,0,0,0,,
2010,549,T  L Plastic Industries Ltd,Plastics Bag Manufacturing,25,Volatile Organic Compounds (VOCs) Total,,2540,,,2544,,,,
2010,507,TI Group,Other Printing,25,Volatile Organic Compounds (VOCs) Total,,,,12717,6716,,,,
2010,608,Tekwood a Division of Teknion Canada Ltd,Wood Office Furniture Mfg.,23,Nitrogen Oxides (NOx),11104-93-1,,573,,573,,,,
2010,608,Tekwood a Division of Teknion Canada Ltd,Wood Office Furniture Mfg.,24,Particulate Matter 2.5 (PM2.5),,,1224,,1224,,,,
2010,608,Tekwood a Division of Teknion Canada Ltd,Wood Office Furniture Mfg.,25,Volatile Organic Compounds (VOCs) Total,,3582,31,0,3613,,,,
2010,602,Tempo Aerospace Inc,Paint & Coating Mfg.,8,"Chromium, Hexavalent and its compounds",,,,904,,,,,
2010,602,Tempo Aerospace Inc,Paint & Coating Mfg.,15,Lead and its compounds,,,,260,,,,,
2010,602,Tempo Aerospace Inc,Paint & Coating Mfg.,25,Volatile Organic Compounds (VOCs) Total,,,,195008,2925,,,,
2010,23255,The Arthur Press Ltd,Other Printing,25,Volatile Organic Compounds (VOCs) Total,,315,,1682,1698,,,,
2010,177,The Incredible Printing Company,Other Printing,25,Volatile Organic Compounds (VOCs) Total,,5190,,,4188,,,,
2010,466,The International Group Inc,Other Petroleum & Coal Products Mfg.,23,Nitrogen Oxides (NOx),11104-93-1,,27793,,27793,,,,
2010,466,The International Group Inc,Other Petroleum & Coal Products Mfg.,24,Particulate Matter 2.5 (PM2.5),,,1451,,1451,,,,
2010,466,The International Group Inc,Other Petroleum & Coal Products Mfg.,25,Volatile Organic Compounds (VOCs) Total,,111425,1500,,112925,,,,
2010,244,The Printing House Limited Branch 009,Other Printing,25,Volatile Organic Compounds (VOCs) Total,,,,193,178,,,,
2010,249,The Printing House Limited Branch 013,Other Printing,25,Volatile Organic Compounds (VOCs) Total,,,,369,359,,,,
2010,245,The Printing House Limited Branch 031,Other Printing,25,Volatile Organic Compounds (VOCs) Total,,,,263,232,,,,
2010,252,The Printing House Limited Branch 052,Other Printing,25,Volatile Organic Compounds (VOCs) Total,,,,111,105,,,,
2010,247,The Printing House Limited Branch 055,Other Printing,25,Volatile Organic Compounds (VOCs) Total,,,,395,350,,,,
2010,246,The Printing House Limited Branch 057,Other Printing,25,Volatile Organic Compounds (VOCs) Total,,,,150,122,,,,
2010,22916,The Stonemill Bakehouse Ltd,Commercial Bakeries & Frozen Product Mfg.,23,Nitrogen Oxides (NOx),11104-93-1,,245,,245,,,,
2010,22916,The Stonemill Bakehouse Ltd,Commercial Bakeries & Frozen Product Mfg.,24,Particulate Matter 2.5 (PM2.5),,,9,,9,,,,
2010,22916,The Stonemill Bakehouse Ltd,Commercial Bakeries & Frozen Product Mfg.,25,Volatile Organic Compounds (VOCs) Total,,,7501,,7501,,,,
2010,23456,The Vinyl Company Inc,All Other Plastic Product Mfg.,25,Volatile Organic Compounds (VOCs) Total,,,230,,230,,,,
2010,173,Thistle Printing,Other Printing,25,Volatile Organic Compounds (VOCs) Total,,9710,,,340,,,,
2010,552,Timothys Coffees Of The World Inc,Coffee & Tea Mfg.,23,Nitrogen Oxides (NOx),11104-93-1,,988,,988,,,,
2010,552,Timothys Coffees Of The World Inc,Coffee & Tea Mfg.,24,Particulate Matter 2.5 (PM2.5),,,585,,585,,,,
2010,552,Timothys Coffees Of The World Inc,Coffee & Tea Mfg.,25,Volatile Organic Compounds (VOCs) Total,,,1265,,1265,,,,
2010,520,Torcan Coatings Inc,Paint & Coating Mfg.,16,Manganese and its compounds,,12,,,,,,,
2010,520,Torcan Coatings Inc,Paint & Coating Mfg.,25,Volatile Organic Compounds (VOCs) Total,,,106352,,106352,,,,
2010,558,Toronto Hydro 500 Comm,Electric Power Distribution,15,Lead and its compounds,,,,110508,2,,,,
2010,275,Toronto Research Chemicals,Pharmaceutical & Medicine Mfg.,12,"1,2-Dichloroethane (Ethylene dichloride)",107-06-2,,,42,7,,,,
2010,275,Toronto Research Chemicals,Pharmaceutical & Medicine Mfg.,3,Benzene,71-43-2,,,160,27,,,,
2010,275,Toronto Research Chemicals,Pharmaceutical & Medicine Mfg.,6,Carbon tetrachloride,56-23-5,,,15,2,,,,
2010,275,Toronto Research Chemicals,Pharmaceutical & Medicine Mfg.,7,Chloroform (Trichloromethane),67-66-3,,,1564,262,,,,
2010,275,Toronto Research Chemicals,Pharmaceutical & Medicine Mfg.,13,Dichloromethane (Methylene chloride),75-09-2,,,30015,5036,,,,
2010,275,Toronto Research Chemicals,Pharmaceutical & Medicine Mfg.,17,Mercury and its compounds,,,,2,0,0,0,,
2010,275,Toronto Research Chemicals,Pharmaceutical & Medicine Mfg.,25,Volatile Organic Compounds (VOCs) Total,,,,86696,14547,,,,
2010,23283,Upfield Canada,Fat & Oil Refining & Blending,18,Nickel and its compounds,,0,0,0,0,0,0,,
2010,23283,Upfield Canada,Fat & Oil Refining & Blending,23,Nitrogen Oxides (NOx),11104-93-1,0,10304,0,10304,0,0,,
2010,23283,Upfield Canada,Fat & Oil Refining & Blending,24,Particulate Matter 2.5 (PM2.5),,0,515,0,515,0,0,,
2010,23283,Upfield Canada,Fat & Oil Refining & Blending,25,Volatile Organic Compounds (VOCs) Total,,0,846,2340,3177,0,0,,
2010,501,Vadim Bytensky,Urethane & Miscellaneous Foam Product Mfg.,25,Volatile Organic Compounds (VOCs) Total,,21272,,,21272,,,,
2010,24363,Vienna Meats,Rendering & Meat Processing from Carcasses,23,Nitrogen Oxides (NOx),11104-93-1,,287,,287,,,,
2010,24363,Vienna Meats,Rendering & Meat Processing from Carcasses,24,Particulate Matter 2.5 (PM2.5),,,88,,88,,,,
2010,195,Vintage Hardwood Flooring,Hardwood Veneer & Plywood Mills,8,"Chromium, Hexavalent and its compounds",,1,,,0,,,,
2010,195,Vintage Hardwood Flooring,Hardwood Veneer & Plywood Mills,16,Manganese and its compounds,,45,,,1,,,,
2010,195,Vintage Hardwood Flooring,Hardwood Veneer & Plywood Mills,24,Particulate Matter 2.5 (PM2.5),,,3359,,3359,,,,
2010,195,Vintage Hardwood Flooring,Hardwood Veneer & Plywood Mills,25,Volatile Organic Compounds (VOCs) Total,,441,0,252,266,,,,
2010,592,"Vitafoam Products Canada  Toronto, a Division of VPC Group Inc.",Urethane & Miscellaneous Foam Product Mfg.,23,Nitrogen Oxides (NOx),11104-93-1,,628,,628,,,,
2010,592,"Vitafoam Products Canada  Toronto, a Division of VPC Group Inc.",Urethane & Miscellaneous Foam Product Mfg.,25,Volatile Organic Compounds (VOCs) Total,,2884,51,,2935,,,,
2010,410,Viva Media Packaging Canada Limited,All Other Plastic Product Mfg.,20,Trichloroethylene,079-01-6,,,2245,2245,,,,
2010,24278,Viva Media Packaging Canada Limited,All Other Plastic Product Mfg.,20,Trichloroethylene,079-01-6,,,1359,1359,,,,
2010,410,Viva Media Packaging Canada Limited,All Other Plastic Product Mfg.,25,Volatile Organic Compounds (VOCs) Total,,,1913,2245,4158,,,,
2010,24278,Viva Media Packaging Canada Limited,All Other Plastic Product Mfg.,25,Volatile Organic Compounds (VOCs) Total,,,1671,1374,3045,,,,
2010,316,WT Lynch Foods Limited,All Other Food Mfg.,23,Nitrogen Oxides (NOx),11104-93-1,,1002,,1002,,,,
2010,316,WT Lynch Foods Limited,All Other Food Mfg.,24,Particulate Matter 2.5 (PM2.5),,,76,,76,,,,
2010,316,WT Lynch Foods Limited,All Other Food Mfg.,25,Volatile Organic Compounds (VOCs) Total,,1669,55,10,1734,,,,
2010,429,Wakefield Canada Inc,Other Petroleum & Coal Products Mfg.,23,Nitrogen Oxides (NOx),11104-93-1,,353,,353,,,,
2010,429,Wakefield Canada Inc,Other Petroleum & Coal Products Mfg.,25,Volatile Organic Compounds (VOCs) Total,,5348,,19,5367,,,,
2010,361,Walton Street Steam Plant,Steam & Air-Conditioning Supply,5,Cadmium and its compounds,,2,,,2,,,,
2010,361,Walton Street Steam Plant,Steam & Air-Conditioning Supply,23,Nitrogen Oxides (NOx),11104-93-1,,187998,,187998,,,,
2010,361,Walton Street Steam Plant,Steam & Air-Conditioning Supply,24,Particulate Matter 2.5 (PM2.5),,,2365,,2365,,,,
2010,361,Walton Street Steam Plant,Steam & Air-Conditioning Supply,25,Volatile Organic Compounds (VOCs) Total,,,6519,,6519,,,,
2010,299,Warren's Waterless Printing Inc,Other Printing,25,Volatile Organic Compounds (VOCs) Total,,,,2065,1594,,,,
2010,524,Webcom Inc,Other Printing,25,Volatile Organic Compounds (VOCs) Total,,11107,,,2850,,,,
2010,22207,Webnews Printing,Other Printing,25,Volatile Organic Compounds (VOCs) Total,,5800,0,351,634,0,0,0,0
2010,22209,Wellington Printworks,Other Printing,25,Volatile Organic Compounds (VOCs) Total,,1018,,,884,,,,
2010,307,West Star Printing,Other Printing,25,Volatile Organic Compounds (VOCs) Total,,3005,,12530,12680,,,,
2010,328,Westbrook Technologies Inc,All Other Misc. Chemical Product Mfg.,9,"Chromium, Non-Hexavalent and its compounds",,,,2386,,,,,
2010,328,Westbrook Technologies Inc,All Other Misc. Chemical Product Mfg.,25,Volatile Organic Compounds (VOCs) Total,,,,120,,,,,
2010,588,Weston Bakeries Limited Eastern Avenue,Commercial Bakeries & Frozen Product Mfg.,25,Volatile Organic Compounds (VOCs) Total,,,96732,,96732,,,,
2010,561,Windowcraft Industries Ltd,Wood Window & Door Mfg.,24,Particulate Matter 2.5 (PM2.5),,,88,,88,,,,
2010,561,Windowcraft Industries Ltd,Wood Window & Door Mfg.,25,Volatile Organic Compounds (VOCs) Total,,134,,,134,,,,
2010,517,Winpak Portion Packaging Ltd,All Other Plastic Product Mfg.,23,Nitrogen Oxides (NOx),11104-93-1,,345,,345,,,,
2010,517,Winpak Portion Packaging Ltd,All Other Plastic Product Mfg.,25,Volatile Organic Compounds (VOCs) Total,,,1214,1864,3078,,,,
2010,529,Wooden Woodworking Ltd,"Showcase, Partition, Shelving & Locker Mfg.",24,Particulate Matter 2.5 (PM2.5),,,59,,59,,,,
2010,529,Wooden Woodworking Ltd,"Showcase, Partition, Shelving & Locker Mfg.",25,Volatile Organic Compounds (VOCs) Total,,503,,,503,,,,
2010,386,Wrigley Canada,Non-Chocolate Confectionery Mfg.,23,Nitrogen Oxides (NOx),11104-93-1,,1206,,1206,,,,
2010,386,Wrigley Canada,Non-Chocolate Confectionery Mfg.,24,Particulate Matter 2.5 (PM2.5),,,9167,,9167,,,,
2010,386,Wrigley Canada,Non-Chocolate Confectionery Mfg.,25,Volatile Organic Compounds (VOCs) Total,,8515,66,,8571,,,,
2010,421,York University Printing Services,Other Printing,25,Volatile Organic Compounds (VOCs) Total,,11,,,10,,,,
2010,22472,Young Flexographic Limited,Support Activities for Printing,25,Volatile Organic Compounds (VOCs) Total,,,,4005,4005,,,,
2010,23169,Z  D's Finishes Ltd,Other Millwork,24,Particulate Matter 2.5 (PM2.5),,,451,,451,,,,
2010,23169,Z  D's Finishes Ltd,Other Millwork,25,Volatile Organic Compounds (VOCs) Total,,1074,,,129,,,,
2010,562,Zenan Custom Cresting,Commercial Screen Printing,25,Volatile Organic Compounds (VOCs) Total,,20,,1252,49,,,,
2011,23046,1625100 Ont Ltd Authentic Windows And Doors,Wood Window & Door Mfg.,24,Particulate Matter 2.5 (PM2.5),,,174,,174,,,,
2011,23046,1625100 Ont Ltd Authentic Windows And Doors,Wood Window & Door Mfg.,25,Volatile Organic Compounds (VOCs) Total,,,,306,306,,,,
2011,23104,202020 Auto Collision,"Automotive Body, Paint & Interior R&M",25,Volatile Organic Compounds (VOCs) Total,,,,439,356,,,,
2011,23324,409 Auto Collision,"Automotive Body, Paint & Interior R&M",25,Volatile Organic Compounds (VOCs) Total,,,,834,748,,,,
2011,23277,427 Auto Collision Ltd,"Automotive Body, Paint & Interior R&M",25,Volatile Organic Compounds (VOCs) Total,,,,3024,3023,,,,
2011,23407,427 Queensway Collision Centre,"Automotive Body, Paint & Interior R&M",23,Nitrogen Oxides (NOx),11104-93-1,,85,,85,,,,
2011,23407,427 Queensway Collision Centre,"Automotive Body, Paint & Interior R&M",25,Volatile Organic Compounds (VOCs) Total,,,,840,840,,,,
2011,24230,4u Cleanerscom,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),19,Tetrachloroethylene (Perchloroethylene),127-18-4,,,121,57,,,,
2011,22187,573436 Ont Ltd Oa Boyd Cleaners,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),19,Tetrachloroethylene (Perchloroethylene),127-18-4,,,8,,,,,
2011,23198,7 Star Cleaners,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),19,Tetrachloroethylene (Perchloroethylene),127-18-4,,,550,258,,,,
2011,22984,A A Auto Body,"Automotive Body, Paint & Interior R&M",25,Volatile Organic Compounds (VOCs) Total,,,,901,517,,,,
2011,23435,A N T Auto Body,"Automotive Body, Paint & Interior R&M",25,Volatile Organic Compounds (VOCs) Total,,,,276,180,,,,
2011,22747,A&I Automotive Inc,General Automotive Repair,25,Volatile Organic Compounds (VOCs) Total,,,,1,,,,,
2011,405,A1 Label Inc,Other Printing,25,Volatile Organic Compounds (VOCs) Total,,1329,,6599,5239,,,,
2011,222,ABC Climate Control Systems Inc,All Other Plastic Product Mfg.,24,Particulate Matter 2.5 (PM2.5),,,406,,406,,,,
2011,222,ABC Climate Control Systems Inc,All Other Plastic Product Mfg.,25,Volatile Organic Compounds (VOCs) Total,,,192,,192,,,,
2011,185,ABC INOAC Exterior Systems,Motor Vehicle Plastic Parts Mfg.,23,Nitrogen Oxides (NOx),11104-93-1,,3310,,3310,,,,
2011,185,ABC INOAC Exterior Systems,Motor Vehicle Plastic Parts Mfg.,24,Particulate Matter 2.5 (PM2.5),,,110,,110,,,,
2011,185,ABC INOAC Exterior Systems,Motor Vehicle Plastic Parts Mfg.,25,Volatile Organic Compounds (VOCs) Total,,239910,192,,90214,,,,
2011,22827,ABM Auto Center,"Automotive Body, Paint & Interior R&M",25,Volatile Organic Compounds (VOCs) Total,,,,122,122,,,,
2011,163,AEP Canada Inc,Plastic Film and Sheet Manufacturing,23,Nitrogen Oxides (NOx),11104-93-1,,707,,707,,,,
2011,163,AEP Canada Inc,Plastic Film and Sheet Manufacturing,24,Particulate Matter 2.5 (PM2.5),,,869,,869,,,,
2011,163,AEP Canada Inc,Plastic Film and Sheet Manufacturing,25,Volatile Organic Compounds (VOCs) Total,,,115,,115,,,,
2011,22136,AH Printing Inc,Quick Printing,25,Volatile Organic Compounds (VOCs) Total,,,1,,,,,,
2011,22536,APCO Industries Co Limited,Chemical (exc. Agr.) & Allied Product Whl.,7,Chloroform (Trichloromethane),67-66-3,1208,,,1,,,,
2011,22536,APCO Industries Co Limited,Chemical (exc. Agr.) & Allied Product Whl.,13,Dichloromethane (Methylene chloride),75-09-2,60109,,,19,,,,
2011,22536,APCO Industries Co Limited,Chemical (exc. Agr.) & Allied Product Whl.,19,Tetrachloroethylene (Perchloroethylene),127-18-4,590812,,,133,,,,
2011,22536,APCO Industries Co Limited,Chemical (exc. Agr.) & Allied Product Whl.,20,Trichloroethylene,079-01-6,20874,,,10,,,,
2011,22536,APCO Industries Co Limited,Chemical (exc. Agr.) & Allied Product Whl.,25,Volatile Organic Compounds (VOCs) Total,,22082,,,11,,,,
2011,24279,Abacus Furniture,Other Wood Household Furniture Mfg.,24,Particulate Matter 2.5 (PM2.5),,0,64,0,64,,0,,
2011,24279,Abacus Furniture,Other Wood Household Furniture Mfg.,25,Volatile Organic Compounds (VOCs) Total,,0,1871,0,224,,0,,
2011,23501,Academy Auto Collision,"Automotive Body, Paint & Interior R&M",25,Volatile Organic Compounds (VOCs) Total,,,,735,510,,,,
2011,589,Ace Bakery Limited North York,Commercial Bakeries & Frozen Product Mfg.,25,Volatile Organic Compounds (VOCs) Total,,,663,,663,,,,
2011,581,Agropur Cooperative,Fluid Milk Mfg.,23,Nitrogen Oxides (NOx),11104-93-1,,5055,,5055,,,,
2011,581,Agropur Cooperative,Fluid Milk Mfg.,24,Particulate Matter 2.5 (PM2.5),,68,175,,243,,,,
2011,581,Agropur Cooperative,Fluid Milk Mfg.,25,Volatile Organic Compounds (VOCs) Total,,,278,,278,,,,
2011,23088,Akzo Nobel Coatings Ltd,"Automotive Body, Paint & Interior R&M",25,Volatile Organic Compounds (VOCs) Total,,,96,0,9,,,,
2011,22786,Albion Centre One Hour Cleaners,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),19,Tetrachloroethylene (Perchloroethylene),127-18-4,,,122,31,,,,
2011,593,Alfred Georgi,Plastics Bag Manufacturing,25,Volatile Organic Compounds (VOCs) Total,,5843,,,5843,,,,
2011,23011,AllCar Auto Body,"Automotive Body, Paint & Interior R&M",25,Volatile Organic Compounds (VOCs) Total,,,19,0,19,,,,
2011,603,Allied Halo Industries Inc,Other Printing,23,Nitrogen Oxides (NOx),11104-93-1,,446,,446,,,,
2011,603,Allied Halo Industries Inc,Other Printing,24,Particulate Matter 2.5 (PM2.5),,,34,,34,,,,
2011,603,Allied Halo Industries Inc,Other Printing,25,Volatile Organic Compounds (VOCs) Total,,248503,25,,232176,,,,
2011,22482,Alpha Laboratories Inc,Medical & Diagnostic Laboratories,25,Volatile Organic Compounds (VOCs) Total,,,,2134,,,,,
2011,22088,Alpine Specialty Chemicals Ltd,Soap & Cleaning Compound Mfg.,14,Formaldehyde,50-00-0,179,0,,0,,0,,
2011,22088,Alpine Specialty Chemicals Ltd,Soap & Cleaning Compound Mfg.,25,Volatile Organic Compounds (VOCs) Total,,2833,,,0,,0,,
2011,21950,Amvic Inc,Resin & Synthetic Rubber Mfg.,23,Nitrogen Oxides (NOx),11104-93-1,0,1121,0,1121,0,0,0,0
2011,21950,Amvic Inc,Resin & Synthetic Rubber Mfg.,25,Volatile Organic Compounds (VOCs) Total,,95010,62,0,95072,0,0,0,0
2011,22194,Andre Laboratory Inc,Toilet Preparation Mfg.,20,Trichloroethylene,079-01-6,,,500,,,,,
2011,22194,Andre Laboratory Inc,Toilet Preparation Mfg.,25,Volatile Organic Compounds (VOCs) Total,,,,500,,,,,
2011,23339,Annette's Donuts,Commercial Bakeries & Frozen Product Mfg.,25,Volatile Organic Compounds (VOCs) Total,,,6126,,6126,,,,
2011,332,Apotex 20 Kenhar,Pharmaceutical & Medicine Mfg.,23,Nitrogen Oxides (NOx),11104-93-1,,800,,800,,,,
2011,332,Apotex 20 Kenhar,Pharmaceutical & Medicine Mfg.,24,Particulate Matter 2.5 (PM2.5),,,39,,39,,,,
2011,332,Apotex 20 Kenhar,Pharmaceutical & Medicine Mfg.,25,Volatile Organic Compounds (VOCs) Total,,,,1673,1673,,,,
2011,420,Apotex 3701 Weston,Pharmaceutical & Medicine Mfg.,23,Nitrogen Oxides (NOx),11104-93-1,,384,,384,,,,
2011,420,Apotex 3701 Weston,Pharmaceutical & Medicine Mfg.,25,Volatile Organic Compounds (VOCs) Total,,,,536,94,,,,
2011,23302,Apotex 400 Ormont,Pharmaceutical & Medicine Mfg.,13,Dichloromethane (Methylene chloride),75-09-2,,,297,,,,,
2011,23302,Apotex 400 Ormont,Pharmaceutical & Medicine Mfg.,23,Nitrogen Oxides (NOx),11104-93-1,,1028,,1028,,,,
2011,23302,Apotex 400 Ormont,Pharmaceutical & Medicine Mfg.,25,Volatile Organic Compounds (VOCs) Total,,,,4089,697,,,,
2011,419,Apotex 4100 Weston,Pharmaceutical & Medicine Mfg.,23,Nitrogen Oxides (NOx),11104-93-1,,628,,628,,,,
2011,419,Apotex 4100 Weston,Pharmaceutical & Medicine Mfg.,25,Volatile Organic Compounds (VOCs) Total,,,,215,215,,,,
2011,315,Apotex Etobicoke,Pharmaceutical & Medicine Mfg.,7,Chloroform (Trichloromethane),67-66-3,,,112,0,,,,
2011,315,Apotex Etobicoke,Pharmaceutical & Medicine Mfg.,13,Dichloromethane (Methylene chloride),75-09-2,,,522,389,,,,
2011,315,Apotex Etobicoke,Pharmaceutical & Medicine Mfg.,23,Nitrogen Oxides (NOx),11104-93-1,,9966,,9966,,,,
2011,315,Apotex Etobicoke,Pharmaceutical & Medicine Mfg.,24,Particulate Matter 2.5 (PM2.5),,,323,,323,,,,
2011,315,Apotex Etobicoke,Pharmaceutical & Medicine Mfg.,25,Volatile Organic Compounds (VOCs) Total,,,,31290,15953,,,,
2011,303,Apotex Inc 150 Signet Manufacturing Site,Pharmaceutical & Medicine Mfg.,7,Chloroform (Trichloromethane),67-66-3,,,230,,,,,
2011,303,Apotex Inc 150 Signet Manufacturing Site,Pharmaceutical & Medicine Mfg.,13,Dichloromethane (Methylene chloride),75-09-2,,,955,241,,,,
2011,303,Apotex Inc 150 Signet Manufacturing Site,Pharmaceutical & Medicine Mfg.,17,Mercury and its compounds,,,,2,,,,,
2011,303,Apotex Inc 150 Signet Manufacturing Site,Pharmaceutical & Medicine Mfg.,23,Nitrogen Oxides (NOx),11104-93-1,,7136,,7136,,,,
2011,303,Apotex Inc 150 Signet Manufacturing Site,Pharmaceutical & Medicine Mfg.,24,Particulate Matter 2.5 (PM2.5),,,156,,156,,,,
2011,303,Apotex Inc 150 Signet Manufacturing Site,Pharmaceutical & Medicine Mfg.,25,Volatile Organic Compounds (VOCs) Total,,,,74548,50028,,,,
2011,321,Apotex Special Products Facility,Pharmaceutical & Medicine Mfg.,13,Dichloromethane (Methylene chloride),75-09-2,,,192,192,,,,
2011,321,Apotex Special Products Facility,Pharmaceutical & Medicine Mfg.,23,Nitrogen Oxides (NOx),11104-93-1,,1424,,1424,,,,
2011,321,Apotex Special Products Facility,Pharmaceutical & Medicine Mfg.,25,Volatile Organic Compounds (VOCs) Total,,,,862,839,,,,
2011,329,Aqua Bond Inc,All Other Misc. Chemical Product Mfg.,8,"Chromium, Hexavalent and its compounds",,0,0,655,0,,0,,
2011,329,Aqua Bond Inc,All Other Misc. Chemical Product Mfg.,25,Volatile Organic Compounds (VOCs) Total,,0,0,1090,0,,0,,
2011,23209,Aramark Uniform Services Canada Ltd,Linen & Uniform Supply,23,Nitrogen Oxides (NOx),11104-93-1,,47,,47,,,,
2011,23209,Aramark Uniform Services Canada Ltd,Linen & Uniform Supply,24,Particulate Matter 2.5 (PM2.5),,,4,,4,,,,
2011,23209,Aramark Uniform Services Canada Ltd,Linen & Uniform Supply,25,Volatile Organic Compounds (VOCs) Total,,1418,3,,1421,,,,
2011,23384,Arfil Auto Collision,"Automotive Body, Paint & Interior R&M",25,Volatile Organic Compounds (VOCs) Total,,,,175,153,,,,
2011,23232,Argos Dry Cleaners,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),19,Tetrachloroethylene (Perchloroethylene),127-18-4,,,195,66,,,,
2011,356,Art Printing Company,Other Printing,25,Volatile Organic Compounds (VOCs) Total,,411,0,1972,2383,,0,,
2011,21937,Ashford Cleaners,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),23,Nitrogen Oxides (NOx),11104-93-1,,59,,59,,,,
2011,21937,Ashford Cleaners,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),19,Tetrachloroethylene (Perchloroethylene),127-18-4,,,1410,739,,,,
2011,21937,Ashford Cleaners,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),25,Volatile Organic Compounds (VOCs) Total,,,6,,6,,,,
2011,22868,Ashley Wood Turning Ltd,Wood Kitchen Cabinet & Counter Top Mfg.,23,Nitrogen Oxides (NOx),11104-93-1,,85,,85,,,,
